name,watercourse_code,length,first_point,last_point,is_affluent,classe,river_join
Ruisseau d'Estours,O0330500,12.69038970291214,"[1.095378778458509, 42.774511571364066]","[1.190742765670817, 42.84258954147866]",1,4,La Garonne
Ruisseau d'Esbints,O0340510,11.527935951790472,"[1.089843799246672, 42.841781339696226]","[1.200928986634324, 42.86343947553279]",1,4,La Garonne
Le Nert,O0390690,14.02136820582836,"[1.327058408896487, 42.93476752144172]","[1.176639214066296, 42.95595113060763]",1,4,La Garonne
La Bouigane,O04-0430,24.21858386851071,"[0.840363476313492, 42.86662117754829]","[1.024114188684779, 42.9306848451175]",1,4,La Garonne
L'Orle,O0420560,11.0530587714101967,"[0.984036604152529, 42.79198415167164]","[0.995795907744243, 42.876610446459004]",1,4,La Garonne
Le Ribérot,O0430500,13.820248324544467,"[1.056010558824049, 42.784276826033434]","[1.016885969446002, 42.8832512223177]",1,4,La Garonne
Le Baup,O0500500,20.079626461725443,"[1.311429366814065, 42.95011508068654]","[1.142067403136998, 42.99047392709727]",1,4,La Garonne
L'Arbas,O05-0400,18.518121691926513,"[0.88451390691132, 42.966676381642195]","[0.953983340506731, 43.083050669394524]",1,4,La Garonne
Le Rucan,O0550500,12.148831109651683,"[0.851589069418794, 43.009548458985066]","[0.919825884943516, 43.03172338145974]",1,4,La Garonne
Le Lavin,O0560550,11.356145056128522,"[1.038512610887515, 43.05913268569381]","[0.973101441182787, 43.12596178404666]",1,4,La Garonne
Le Bernès,O0600780,18.097267853802563,"[0.904520397841991, 43.21382384483737]","[1.088763478630359, 43.20542948264589]",1,4,La Garonne
Ruisseau de la Boussege,O0630540,11.257420228025985,"[1.207540727059077, 43.118704916441295]","[1.120581437745045, 43.16546668535337]",1,4,La Garonne
l'aygossau,O0640560,12.82619101216874,"[1.004949920833897, 43.23612715225929]","[1.134639403741439, 43.22672684373756]",1,4,La Garonne
Ruisseau d'Aujole,O0710560,11.53481893859943,"[1.527021277513405, 43.0056620805697]","[1.408116577395304, 43.01761421970417]",1,4,La Garonne
L'Artillac,O0710740,14.145307701930061,"[1.352459223768035, 42.93221057383239]","[1.371970800757709, 43.018480265153435]",1,4,La Garonne
La Dourne,O0750620,12.13491104697088,"[1.399901941858007, 43.115392859049095]","[1.321413597123086, 43.13253091510062]",1,4,La Garonne
Ruisseau de Montbrun,O0760500,13.359130961115403,"[1.227791688057973, 43.086821549788056]","[1.308999835266308, 43.14344675061838]",1,4,La Garonne
Ruisseau de l'Argain,O0760750,11.807408668227795,"[1.204735446726264, 43.127813278758296]","[1.298021332865358, 43.15207453746758]",1,4,La Garonne
ruisseau l'azau,O0780500,12.979471405896922,"[1.19925332678571, 43.15755995785205]","[1.203146596754851, 43.22840071095233]",1,4,La Garonne
Le Camedon,O0790590,16.65764272315043,"[1.32752359908704, 43.185656767448144]","[1.207567097143015, 43.27165381004882]",1,4,La Garonne
L'Eaudonne,O0800530,10.782363883927914,"[1.288525602860085, 43.24610813661013]","[1.248154679539704, 43.32268504041251]",1,4,La Garonne
L'Aunat,O0810500,21.759588219212134,"[1.331923076760542, 43.19105282490628]","[1.276384424082976, 43.34438215900939]",1,4,La Garonne
Ruisseau de Peyrane,O0950620,10.870586658320633,"[1.032168528605189, 43.30400551193254]","[1.142064963649864, 43.31310195763416]",1,4,La Garonne
Le Peyre,O0950690,10.419524311914145,"[1.054489993389891, 43.3266340483033]","[1.171156414941185, 43.32592191732764]",1,4,La Garonne
Bras de la Louge,O0955001,0.4562300783830745,"[0.707203258716918, 43.17540594009355]","[0.711127576619742, 43.17820685468467]",1,4,La Garonne
Ruisseau du Rabé,O0970500,10.327840576828077,"[1.233170492938725, 43.336318149797314]","[1.279522896463012, 43.41125014090612]",1,4,La Garonne
Ruisseau de l'Aussau,O0970550,11.87059538709853,"[1.220670323176724, 43.39533349796764]","[1.312742340953206, 43.45764962326239]",1,4,La Garonne
Ruisseau Aston,O10-0400,23.500677140289213,"[1.727748118701515, 42.627148290811114]","[1.679118380057219, 42.79090533208909]",1,4,La Garonne
L'Oriège,O1020500,21.752323781907727,"[1.92075893759693, 42.6171874266358]","[1.836261528233192, 42.71944224251024]",1,4,La Garonne
La Lauze,O1040500,22.934171801557046,"[0.656668504744281, 43.370969985946324]","[0.771591035351877, 43.53314991335984]",1,4,La Garonne
Ruisseau du Najar,O1050510,13.72836156459722,"[1.739566886840966, 42.646154477335756]","[1.820865243013709, 42.72774807471778]",1,4,La Garonne
Ruisseau de Lavail,O1050890,11.375001674757907,"[1.742471125036623, 42.67362447541303]","[1.76231097478826, 42.7616662042752]",1,4,La Garonne
Ruisseau de Quioulès,O1070600,12.357585238317215,"[1.601063759503043, 42.63137537089221]","[1.664085347710232, 42.706853914780424]",1,4,La Garonne
Ruisseau de Siguer,O11-0430,18.617650635946244,"[1.501296807748975, 42.653439923114995]","[1.560092970898804, 42.78537068083238]",1,4,La Garonne
Ruisseau d'Artiès,O1120550,11.017352609062614,"[1.502296538480101, 42.66094628075464]","[1.470622404289201, 42.748035220008504]",1,4,La Garonne
Ruisseau d'Escales,O1150550,11.495630491179588,"[1.547426100083082, 42.66021347284282]","[1.546256199429014, 42.72762233467051]",1,4,La Garonne
L'Arget,O12-0400,23.051310890245603,"[1.411999301789701, 42.91993251153774]","[1.606276327504864, 42.96835810895145]",1,4,La Garonne
Ruisseau de la Courbière,O1210500,15.686970884145303,"[1.450059112034362, 42.855660149110264]","[1.599274194832457, 42.8540834349851]",1,4,La Garonne
Le Saurat,O1220500,15.574179401495828,"[1.453839534114963, 42.898260872334156]","[1.602437940671561, 42.86068111429998]",1,4,La Garonne
L'Arnave,O1220700,10.94047810683518,"[1.719289431106789, 42.8353728420855]","[1.614465887500409, 42.86741870190399]",1,4,La Garonne
Le Sios,O1240500,16.499429044111714,"[1.713129627037619, 42.85765769195832]","[1.621016673170657, 42.944778450791176]",1,4,La Garonne
L'Alses,O1300500,11.827773425948642,"[1.72161855367481, 42.96729728451258]","[1.613898639683808, 42.99734225003721]",1,4,La Garonne
Ruisseau de Carol,O1310560,13.405266100243683,"[1.522214699441085, 42.993299961229965]","[1.605745906664251, 43.03391659655867]",1,4,La Garonne
Ruisseau de Dalou,O1310650,12.273022787251556,"[1.691563789442763, 42.981484299516765]","[1.633220265461103, 43.04891665565107]",1,4,La Garonne
L'Estrique,O1330500,16.55713548939315,"[1.532359534914769, 43.065203739171935]","[1.586947557934116, 43.15553501824176]",1,4,La Garonne
Ruisseau de Lansonne,O1370500,10.014571062630102,"[1.529538183356677, 43.17458895435983]","[1.576889462951379, 43.233070227300885]",1,4,La Garonne
L'Aure,O1370590,82.18813835026168,"[-0.797455108090603, 49.092921808411745]","[-1.113526361592139, 49.32677134671545]",1,4,La Garonne
La Galage,O1370810,19.349020757589766,"[1.651556232736924, 43.136516414848295]","[1.571599016713228, 43.276467589865575]",1,4,La Garonne
Le Blau,O14-0400,16.19918978757244,"[2.038801682650658, 42.87250408939797]","[2.002395610779583, 42.98244247233376]",1,4,La Garonne
Ruisseau de Saint-Nicolas,O1420500,13.656519407572592,"[1.778886587757426, 42.82493149200035]","[1.89423687624676, 42.87855790228476]",1,4,La Garonne
L'Ambrone,O15-0400,22.400391811720073,"[2.083093362129337, 42.975810951151146]","[1.945139319267988, 43.08001343584725]",1,4,La Garonne
Le Countirou,O1530670,15.165196762309519,"[1.856122477852048, 42.9851900101834]","[1.879275966200425, 43.09346687006224]",1,4,La Garonne
Ruisseau des Bessous,O1550500,11.178086870670224,"[1.860517279600217, 43.15065032323688]","[1.804723906766615, 43.07861964257991]",1,4,La Garonne
Ruisseau de Senesse,O1570640,13.033400882137087,"[1.84473491471946, 42.99036684171007]","[1.78881283449671, 43.04546088061576]",1,4,La Garonne
Ruisseau de Pech d'Acou,O1610600,10.623657045565414,"[1.974408524842211, 43.121240344161954]","[1.904068083250995, 43.18814017950814]",1,4,La Garonne
L'Estaut,O1640520,19.480077598861676,"[1.689077334873169, 43.069771246063574]","[1.736686524525551, 43.21523191995325]",1,4,La Garonne
Le Raunier,O1650690,11.766005419931993,"[1.660422102531412, 43.17338336263381]","[1.66938987214965, 43.262691448021464]",1,4,La Garonne
Ruisseau du Cazeret,O1660500,10.058702510043764,"[1.660417076920227, 43.195710806288766]","[1.656537215265076, 43.2722884454471]",1,4,La Garonne
La Jade,O1700540,15.22733446237983,"[1.486606528461726, 43.20614701372277]","[1.518819345940913, 43.310075916706765]",1,4,La Garonne
Ruisseau de Calers,O1700670,13.971410624221729,"[1.463675536630276, 43.2132588362522]","[1.516737803605088, 43.31110276631329]",1,4,La Garonne
La Mouillonne,O17-0400,19.89001346949042,"[1.424322937367489, 43.247284876565764]","[1.439787416768221, 43.39531328259411]",1,4,La Garonne
La Lantine,O1740500,10.5965599148224,"[1.361597382386139, 43.34929469008599]","[1.44102051100264, 43.401587417096394]",1,4,La Garonne
Ruisseau de Tédèlou,O1770500,18.80014757094172,"[1.614929019039753, 43.30016106717237]","[1.471281044357753, 43.42022293403651]",1,4,La Garonne
Le Latou,O1830500,17.17973268677637,"[1.5008209802001, 43.135051035964544]","[1.38546196743624, 43.228418028030454]",1,4,La Garonne
Ruisseau du Haumont,O1880520,11.519032643196946,"[1.328056563784924, 43.42182674428255]","[1.404941311993325, 43.48531372314397]",1,4,La Garonne
Ruisseau de Cassignol,O1880570,11.603314580003836,"[1.51737484140327, 43.46308958173463]","[1.409496502989513, 43.51766397654679]",1,4,La Garonne
Ruisseau de la Saudrune,O2000540,18.559197132445007,"[1.304424888972214, 43.46050112460205]","[1.432647171561352, 43.561830695352874]",1,4,La Garonne
Le Roussimort,O2000560,15.852824241634906,"[1.266174887012837, 43.453207109700536]","[1.385909151002367, 43.53539021351734]",1,4,La Garonne
La Bure,O2030520,12.947309399232386,"[1.062143114540434, 43.4021203472128]","[1.20003313910339, 43.43226259086182]",1,4,La Garonne
Ruisseau de la Saudrune,O2040500,18.559197132445007,"[1.304424888972214, 43.46050112460205]","[1.432647171561352, 43.561830695352874]",1,4,La Garonne
ruisseau des secs,O2040570,9.776776327050772,"[1.065030771900632, 43.46359649340496]","[1.16162361332801, 43.47115885462132]",1,4,La Garonne
Ruisseau du Montant,O2040580,10.080521302287035,"[1.113311667242667, 43.43846771584624]","[1.19072266894465, 43.48335012497875]",1,4,La Garonne
ruisseau l'aiguebelle,O2050510,16.290662383064006,"[1.077677729985925, 43.50014734231806]","[1.247658747372768, 43.52054858574269]",1,4,La Garonne
Le Courbet,O2120500,10.080676526050546,"[1.209196995048967, 43.58872748617372]","[1.297267851537474, 43.62346188623043]",1,4,La Garonne
ruisseau du panariol,O2130520,14.243814776490751,"[1.205376367123275, 43.62676416868372]","[1.332589480723483, 43.68210704202871]",1,4,La Garonne
Le Jammas,O2200680,11.81291374426091,"[1.87537072350076, 43.22475152171623]","[1.788245509855977, 43.296369651722266]",1,4,La Garonne
La Ganguise,O2210500,16.667480224439235,"[1.90660537369607, 43.2638960570419]","[1.7491580239742, 43.34945896234705]",1,4,La Garonne
Ruisseau de Gardijol,O2220500,22.246619884143236,"[1.799555106613013, 43.25146196054326]","[1.689694963644716, 43.4070990234025]",1,4,La Garonne
Le Marès,O2230500,12.66074989306394,"[1.796550904990481, 43.34312456882647]","[1.685702034395092, 43.41679871691022]",1,4,La Garonne
Ruisseau du Marès,O2230540,14.582498252354766,"[1.877229882618825, 43.440478879995666]","[1.753427849426678, 43.37274802318572]",1,4,La Garonne
Ruisseau de Favayrol,O2230670,10.34059616348066,"[1.81338362821087, 43.4239483810436]","[1.73037062283841, 43.382847665488946]",1,4,La Garonne
La Grasse,O2230880,17.978488618631577,"[1.864045367713664, 43.4360091521746]","[1.694540741973227, 43.41137024025723]",1,4,La Garonne
La Thésauque,O2240530,16.71530679971647,"[1.689617375563905, 43.31704562452487]","[1.634679593316227, 43.434542105060345]",1,4,La Garonne
La Sausse,O2280500,22.059205473317615,"[1.693160688279384, 43.579093615088695]","[1.4760453211319, 43.64226086347598]",1,4,La Garonne
La Seillonne,O2280700,24.12810301510911,"[1.74217122804731, 43.53737474112914]","[1.499116315854645, 43.64632741980063]",1,4,La Garonne
Le Peyrencou,O2310710,15.059081373435856,"[1.916481469971097, 43.4881987729222]","[1.792667061149331, 43.58371250489106]",1,4,La Garonne
Ruisseau de la Vendinelle,O2320500,19.65830581484345,"[1.900073457797352, 43.45798126310881]","[1.771909039445406, 43.592207574530036]",1,4,La Garonne
Ruisseau de l'Olivet,O2320580,10.324918353297374,"[1.888395705189824, 43.45091508267079]","[1.830914252826503, 43.52043716234778]",1,4,La Garonne
Le Nadalou,O2330620,11.287834097461953,"[1.819299787858536, 43.63951655932827]","[1.702010502887944, 43.618639889479944]",1,4,La Garonne
Le Dagour,O2330790,10.22137652211091,"[1.727618147201907, 43.55120669997455]","[1.686477774666485, 43.62955896986951]",1,4,La Garonne
Ruisseau de Laragou,O2340500,13.428370239420673,"[1.743325705747305, 43.67717489590545]","[1.595083933824686, 43.67963076046368]",1,4,La Garonne
La Seygouade,O2400740,16.674830200899716,"[0.531285277438365, 43.16731476632557]","[0.669497786005009, 43.24214830689715]",1,4,La Garonne
Bras de la Save,O2415001,0.9317229721952643,"[0.678340664463477, 43.240748653086996]","[0.687859797559235, 43.24187531855977]",1,4,La Garonne
Ruisseau de Larjo,O2440800,14.794581247970054,"[0.70864168924083, 43.304070361288446]","[0.80723452125508, 43.399810035851]",1,4,La Garonne
L'Esquinson,O2460640,13.75302068193696,"[0.818824261249257, 43.466227458499894]","[0.953676902595944, 43.50896560854164]",1,4,La Garonne
L'Espienne,O2470860,17.5576687924323,"[0.849831250384257, 43.34968663734734]","[0.955120261774175, 43.46761017167191]",1,4,La Garonne
La Lieuze,O2480500,15.865911635329805,"[1.005155324908345, 43.38260200634476]","[0.967883361296043, 43.499007785625025]",1,4,La Garonne
La Boulouze,O2510500,19.700520372474006,"[1.056266378737037, 43.442784187454066]","[1.034351234447958, 43.58135848240745]",1,4,La Garonne
L'Arsène,O2550550,14.102446141498836,"[1.063146405846921, 43.70051453286034]","[1.229246064378242, 43.69311775701452]",1,4,La Garonne
Ruisseau de Marguestaud,O2610500,22.86314902499455,"[1.057623334694559, 43.70661596633232]","[1.25733515052226, 43.80672663706019]",1,4,La Garonne
Ruisseau de Saint-Pierre,O2610860,20.8414608635984934,"[1.105353774354276, 43.73266457064672]","[1.259666543880741, 43.80881702167987]",1,4,La Garonne
Ruisseau de Nadesse,O2630500,23.89155783561271,"[1.037344458170809, 43.76283205179743]","[1.224308765360748, 43.8678958587244]",1,4,La Garonne
Ruisseau de Dère,O2630660,15.669826263077416,"[1.054993408151665, 43.75358471456618]","[1.165863335166335, 43.85046888462257]",1,4,La Garonne
ruisseau de pontarras,O2630840,11.275912757280732,"[1.15195916455373, 43.811254294311965]","[1.225328926993467, 43.86649742212426]",1,4,La Garonne
Ruisseau des Tauris,O2660520,11.037737502103889,"[1.26869115242216, 43.85643830037515]","[1.189758839041233, 43.92110083001509]",1,4,La Garonne
Ruisseau de Tessonne,O2670500,21.830032201646123,"[1.00465334204935, 43.81974964932853]","[1.171693600516795, 43.94662569049366]",1,4,La Garonne
Le Tort,O2670600,11.060607400816094,"[1.08702830476701, 43.8875303420602]","[1.146476479401507, 43.936776568109934]",1,4,La Garonne
Ruisseau de Pantagnac,O2680520,12.894141387847961,"[1.245576427459169, 43.912929846634434]","[1.161520268335705, 43.972761044927616]",1,4,La Garonne
Ruisseau de Verdié,O2680550,11.586953182352005,"[1.262021799768098, 43.90552342458149]","[1.183137141570173, 43.96033313959214]",1,4,La Garonne
Ruisseau de Rafié,O2690560,15.488209947952651,"[1.264160324538881, 43.96940689333516]","[1.114400331102332, 44.00606769976677]",1,4,La Garonne
La Lauze,O2720500,22.934171801557046,"[0.656668504744281, 43.370969985946324]","[0.771591035351877, 43.53314991335984]",1,4,La Garonne
Ruisseau du Pest,O2820500,10.678454720545938,"[1.052923166696912, 43.705706581242865]","[0.950700287443759, 43.755052315531294]",1,4,La Garonne
La Baysole,O2840640,10.221881500339297,"[0.856929957469525, 43.89012510645739]","[0.942754636784155, 43.84804865502488]",1,4,La Garonne
Le Rieutord,O2930580,26.246713734534097,"[3.750128539484099, 44.064281279885]","[3.708303832963491, 43.92725202382535]",1,4,La Garonne
La Massevaques,O3050500,10.280074202191615,"[3.588003102581046, 44.11996322287693]","[3.587912700266134, 44.192695729990696]",1,4,La Garonne
Ruisseau de Malzac,O3070740,13.440543660079951,"[3.625414050231706, 44.25984147059611]","[3.731689346243669, 44.270301164524966]",1,4,La Garonne
La Brèze,O3160500,15.112170180493267,"[3.558718808495262, 44.120501636832046]","[3.433936646499886, 44.18086251368877]",1,4,La Garonne
Le Béthuzon,O3180500,12.351294986056365,"[3.52917669891743, 44.12131429185368]","[3.430277973652323, 44.17968519888083]",1,4,La Garonne
ruisseau du bourg,O3210500,11.622638997503677,"[3.101479691517369, 44.26471235770146]","[3.156512953498189, 44.19979517507323]",1,4,La Garonne
Le Lumansonesque,O3230500,16.482687457884367,"[3.043659543929327, 44.26315013369466]","[3.100220295224018, 44.156618502575405]",1,4,La Garonne
Le Bramabiau,O3340630,11.159311320046543,"[3.540053773140245, 44.103327384365734]","[3.42891286087467, 44.108858187462026]",1,4,La Garonne
Ruisseau de Garène,O3370500,17.394106316898657,"[3.431111200875379, 44.13998465620261]","[3.269880151076597, 44.097214563301705]",1,4,La Garonne
Le Soulzon,O3410640,10.313129794707148,"[3.028726215166231, 43.93865628192033]","[2.970442746801948, 43.99939175788564]",1,4,La Garonne
Ruisseau de Coudols,O3480500,17.023190677647307,"[2.868411182468452, 44.13519892206009]","[2.781396098409628, 44.06392766504351]",1,4,La Garonne
Le Cabot,O3520610,10.314805435529252,"[3.015932388594815, 43.83837141067076]","[2.945334206567895, 43.80546411111263]",1,4,La Garonne
Le Grauzou,O3540650,14.126945900870506,"[2.942805695185234, 43.868757535251184]","[2.823671934447737, 43.89880658881077]",1,4,La Garonne
ruisseau le verzolet,O3570840,10.307717042615916,"[3.000655322676714, 43.957639391528176]","[2.943312815263873, 43.894232066205]",1,4,La Garonne
Le Len,O3590670,16.795153675009708,"[2.874790615316649, 43.9969571152575]","[2.704681680975678, 43.98219965339404]",1,4,La Garonne
Le Gos,O3600500,19.152768650310275,"[2.776675556574619, 43.86501634791169]","[2.667663898162135, 43.98425069650101]",1,4,La Garonne
